record_id,redcap_survey_identifier,participant_information_sheet_informed_consent_timestamp,prolific_id,prolific_study_id,prolific_session_id,consent_01___1,consent_02___1,participant_information_sheet_informed_consent_complete,your_demographic_information_timestamp,demographics_age,demographics_sex,demographics_gender,demographics_gender_text,demographics_language,demographics_tz,demographics_occupation,attentioncheck_01,your_demographic_information_complete,template_timestamp,design_appearance,design_wearlikelihoodrating_public,design_wearlikelihoodrating_home,design_wearlikelihoodrating_work,design_wearlikelihoodrating_social,design_wearlikelihoodrating_exercise,design_wearduration,design_restrict,design_difficulty,design_check,template_complete,wrist_timestamp,design_appearance_wrist,design_wearlikelihoodrating_public_wrist,design_wearlikelihoodrating_home_wrist,design_wearlikelihoodrating_work_wrist,design_wearlikelihoodrating_social_wrist,design_wearlikelihoodrating_exercise_wrist,design_wearduration_wrist,design_restrict_wrist,design_difficulty_wrist,design_check_wrist,wrist_complete,collar_pin_timestamp,design_appearance_collarpin,design_wearlikelihoodrating_public_collarpin,design_wearlikelihoodrating_home_collarpin,design_wearlikelihoodrating_work_collarpin,attentioncheck_02,design_wearlikelihoodrating_social_collarpin,design_wearlikelihoodrating_exercise_collarpin,design_wearduration_collarpin,design_restrict_collarpin,design_difficulty_collarpin,design_check_collarpin,collar_pin_complete,glasses_timestamp,design_appearance_glasses,design_wearlikelihoodrating_public_glasses,design_wearlikelihoodrating_home_glasses,design_wearlikelihoodrating_work_glasses,design_wearlikelihoodrating_social_glasses,design_wearlikelihoodrating_exercise_glasses,design_wearduration_glasses,design_restrict_glasses,design_difficulty_glasses,design_check_glasses,glasses_complete,hat_pin_timestamp,design_appearance_glasses_hatpin,design_wearlikelihoodrating_public_glasses_hatpin,attentioncheck_03,design_wearlikelihoodrating_home_glasses_hatpin,design_wearlikelihoodrating_work_glasses_hatpin,design_wearlikelihoodrating_social_glasses_hatpin,design_wearlikelihoodrating_exercise_glasses_hatpin,design_wearduration_glasses_hatpin,design_restrict_glasses_hatpin,design_difficulty_glasses_hatpin,design_check_glasses_hatpin,hat_pin_complete,neck_loop_timestamp,design_appearance_neckloop,design_wearlikelihoodrating_public_neckloop,design_wearlikelihoodrating_home_neckloop,design_wearlikelihoodrating_work_neckloop,design_wearlikelihoodrating_social_neckloop,design_wearlikelihoodrating_exercise_neckloop,design_wearduration_neckloop,design_restrict_neckloop,design_difficulty_neckloop,design_check_neckloop,neck_loop_complete,chest_pin_timestamp,design_appearance_chestpin,design_wearlikelihoodrating_public_chestpin,design_wearlikelihoodrating_home_chestpin,design_wearlikelihoodrating_work_chestpin,design_wearlikelihoodrating_social_chestpin,design_wearlikelihoodrating_exercise_chestpin,design_wearduration_chestpin,design_restrict_chestpin,design_difficulty_chestpin,design_check_chestpin,chest_pin_complete,necklace_timestamp,design_appearance_necklace,design_wearlikelihoodrating_public_necklace,design_wearlikelihoodrating_home_necklace,design_wearlikelihoodrating_work_necklace,design_wearlikelihoodrating_social_necklace,design_wearlikelihoodrating_exercise_necklace,design_wearduration_necklace,design_restrict_necklace,design_difficulty_necklace,design_check_necklace,necklace_complete,sleeve_collar_timestamp,design_appearance_sleevecollar,design_wearlikelihoodrating_public_sleevecollar,design_wearlikelihoodrating_home_sleevecollar,design_wearlikelihoodrating_work_sleevecollar,design_wearlikelihoodrating_social_sleevecollar,design_wearlikelihoodrating_exercise_sleevecollar,design_wearduration_sleevecollar,design_restrict_sleevecollar,design_difficulty_sleevecollar,design_check_sleevecollar,sleeve_collar_complete,other_designs_timestamp,design_openended,design_feedback,other_designs_complete,completion_screen_timestamp,completion_screen_complete
11,,09.01.24 21:34,,,,1,1,2,09.01.24 21:36,54,1,1,,1,402,3,9,2,,,,,,,,,,,,0,09.01.24 21:40,4,5,1,1,1,5,4,3,"as I'm assuming this device is not also a watch, I would likely find it uncomfortable to wear a watch like device on both arms. ",it appears to be worn on the wrist like a watch,2,09.01.24 21:42,3,1,1,1,19,1,2,1,1,I think it would look odd and would not want to wear it.,clipped to neckline of shirt.,2,09.01.24 21:43,2,1,1,1,1,1,1,1,"When I need my regular glasses for something, having to switch out.",they appear to be glasses/clipped on glasses,2,09.01.24 21:44,3,1,4,1,1,1,1,1,4,I rarely wear hats.,clipped to hat,2,09.01.24 21:45,3,1,1,1,1,1,1,1,when I care what my outfit looks like,around the neck/over shoulders,2,09.01.24 21:47,4,4,1,1,1,1,5,1,none,pinned to clothing at chest height,2,09.01.24 21:48,4,3,3,3,1,4,3,1,If I was wearing other necklaces,around the neck like a necklace,2,09.01.24 21:49,1,1,1,1,1,1,1,7,I would find it irritating on my upper arm,upper arm,2,09.01.24 21:52,"a small clip (the size of a stamp) that can be attached anywhere that the person chooses. Have options for plain or clear design, and also decorative designs.",n/a,2,09.01.24 21:52,2
12,,09.01.24 21:37,,,,1,1,2,09.01.24 21:38,27,1,1,,1,385,4,9,2,,,,,,,,,,,,0,09.01.24 21:39,3,4,3,1,3,4,5,2,"Water sports, doing dishes near the window, dog walks (it could get tangled in the leash)",It sits similarly to a watch and is worn on the wrist.,2,09.01.24 21:40,5,4,3,1,19,4,6,6,1,When you're bending down; on a roller coaster (environments with a lot of motion and wind),"It is a small device that slips over the top of a t-shirt's collar, sitting along your collarbone. ",2,09.01.24 21:41,1,1,1,1,1,1,2,4,If I wear normal glasses during the day I'm unsure how to switch these or use them. Sitting in small or tight spaces such as public transit. ,"It is a device attached to glasses, and will sit near the head's temple.",2,09.01.24 21:43,2,1,4,1,1,3,3,3,3,"Hot weather, activities where a helmet is required, what if I don't want to wear a beanie?",It's attached to a skull cap and sits askew to the center of the forehead.,2,09.01.24 21:43,3,1,1,1,1,2,2,4,"Rock climbing, carrying groceries, anything that requires a lot of upper body movement. Instances where you're focusing downward.",Slipped over the shoulders like a pair of headphones.,2,09.01.24 21:45,5,4,4,3,5,6,6,1,Wearing a coat,It is a pin situated on one side of the chest.,2,09.01.24 21:46,1,1,1,1,1,1,1,3,"Jumping, running, jogging - it could hit you in the face. If you're wearing any outerwear such as a scarf or coat.",A necklace that falls near the sternum.,2,09.01.24 21:46,5,4,2,1,1,5,4,1,"Wearing outerwear, for those that may not have arms",A band placed around the arm's bicep.,2,09.01.24 21:47,"I like the idea of a chest pin or something that is situated and does not move. There could be an attachment for tennis shoes, the top of a ball cap. ","This was extremely interesting, thank you!",2,09.01.24 21:47,2
13,,09.01.24 21:38,,,,1,1,2,09.01.24 21:41,69,2,1,,1,402,3,9,2,,,,,,,,,,,,0,09.01.24 21:45,4,5,4,5,5,5,2,2,DURING WORKOUT SESSION,LIGHT LOGGER IS PLACRD ON THE ARM AND REACTS TO SENSITIVITY OF LIGHTS,2,09.01.24 21:48,4,4,3,5,19,3,5,3,4,DURING SLEEP HOURS,PLACED ON THE COLLAR,2,09.01.24 21:50,3,5,4,4,5,3,2,1,SLEEP HOURS,EYES,2,09.01.24 21:51,4,4,4,4,4,4,4,2,3,SLEEP HOURS,HAT,2,09.01.24 21:53,4,5,5,3,5,5,3,2,SLEEP HOURS,NECK,2,09.01.24 21:54,5,5,5,6,6,6,3,1,SLEEP HOURS,CHEST,2,09.01.24 21:56,3,3,4,3,3,4,2,2,SLEEP HOURS,NECK,2,09.01.24 21:57,4,3,4,4,4,5,2,2,SLEEP HOURS,SLEEVE,2,09.01.24 21:59,"I THINK IT SHOUL BE WORN AS A BAND,EITHER ON THE WAIST WHERE ITS INVISIBLE",NOPE,2,09.01.24 21:59,2
14,,09.01.24 21:39,,,,1,1,2,09.01.24 21:40,40,2,1,,1,385,4,9,2,,,,,,,,,,,,0,09.01.24 21:43,5,5,6,5,5,6,7,1,"Taking a shower, swimming, or any activity where I need to get my wrist wet",Wrist,2,09.01.24 21:44,4,4,6,2,19,3,6,4,1,Social situations because I'd get questions about it. If I had to run quickly it might get loose from the imapct.,Stuck on the collar of my shirt,2,09.01.24 21:45,2,1,2,1,1,2,1,1,Social situations because it's obvious and would make people feel like they are being monitored even though it's not a camera,On eye glasses,2,09.01.24 21:46,5,5,4,5,4,5,5,7,2,When I dont want to be wearing a hat,Pinned to a hat,2,09.01.24 21:47,3,3,5,1,3,5,4,3,When being social because it's big and obvious and unnatural. When needing to lay down or take my shirt off.,Around the neck,2,09.01.24 21:48,5,6,6,5,5,4,7,1,When moving quickly it might come undone,Attached to my chest,2,09.01.24 21:48,3,4,5,2,4,3,4,3,When moving quickly it would bounce a lot. If I had to be upside down it would fall off.,On a necklace hanging from the neck,2,09.01.24 21:49,3,4,5,1,3,6,4,2,"Social contexts because it looks like exercise or medical equipment, it would get questions and unwanted attention",Strapped to my arm,2,09.01.24 21:50,On a ring or integrated into clothing already,No,2,09.01.24 21:50,2
15,,09.01.24 21:40,,,,1,1,2,09.01.24 21:41,38,2,1,,1,402,4,9,2,,,,,,,,,,,,0,09.01.24 21:53,6,7,7,7,6,7,7,1,"For situations where light loggers could be difficult or impractical would be in cold climates where you wear lots of layers and    oversized clothing that would cover sensor. skin irritation could be another problem.  I don't much more mostly because I think further instances would be dependent on build quality or capability, like; IP water resistance rating etc...",On your wrist.,2,09.01.24 21:59,4,4,6,3,19,2,5,7,2,I think this is has difficulties in cold climates any situation were wearing multiple layers could cause coverage and outside layer is not available. it is more intrusive and eye catching so could be a problem for social contexts.,"Around the collar bone, Lower neck.",2,09.01.24 22:02,3,4,6,3,3,3,6,3,I think in this age it is socially limiting at least until VR/ AR tools come around. I would not wear it to sleep. I would also be hesitant to wear it while working out.,"On the head, on year ears.",2,09.01.24 22:07,4,3,4,3,1,3,4,6,2,I think this form factor limits the times the situation you could wear it since it would require a hat or a hair style it allow for it. I think it be difficult for working out due to high motion an impracticality of wearing a hat.,"On top of your head, in your hair. ",2,09.01.24 22:13,4,3,5,3,4,3,6,3,"I think with this design any high motion task working out, up down motions and lying on you back could cause irritation or the item falling off.  Also I see the design as easier to forget to use than the others. ","Around the neck, over shoulders.",2,09.01.24 22:16,5,6,7,6,6,6,7,1,The only situation or actives I see this design being difficult is in environment where your upper body rubs against surfaces like maybe rock-climbing are plumbing.,On your chest,2,09.01.24 22:21,5,7,7,7,7,6,7,1,The situations that I see the light logger being difficult here are still high active work outs were the logger could bounce and give bad reading. High temperatures activities like welding or cooking where having the logger in a place that can capture could lead to close contact with high heat sources.,"around the neck, upper chest.",2,09.01.24 22:25,4,4,5,3,4,5,7,1,I see the same issues as the pins. Clothing covering over this could make it difficult. Jobs where lifting is common might feel irritation. ,Around your arm.,2,09.01.24 22:28,I could see them being around legs. like dosimeters or on shoes. I think if the tech could fit a ring would be one of the best compromises.,"Thanks for the opportunity to participate! If you would like people how would want to test these out, I would be happy to test them out. Also, curious what type of light this is limited to.",2,09.01.24 22:28,2
16,,09.01.24 21:40,,,,1,1,2,09.01.24 21:44,30,2,1,,1,402,4,9,2,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,0,,0
17,,09.01.24 21:40,,,,1,1,2,09.01.24 21:41,26,2,1,,1,399,4,9,2,,,,,,,,,,,,0,09.01.24 21:43,5,4,6,3,3,2,3,3,When you are doing work or chores that require a lot of hand movement.,on the wrist,2,09.01.24 21:46,3,3,3,2,19,1,2,1,3,I think wearing it in all situations would be difficult. I would feel it tugging down on my collar al the time.,collar,2,09.01.24 21:47,1,1,1,1,1,1,1,7,I wear glasses normally. I would need to get a prescription lens to be able to use this.,eyes,2,09.01.24 21:48,1,1,4,1,1,1,1,1,5,"If I am living in a hot environment, this would be difficult to wear.",head,2,09.01.24 21:49,2,2,1,1,1,1,2,4,It doesn't look to be stable. Any sort of fast movement would make it fall.,around the neck,2,09.01.24 21:50,4,3,5,1,1,1,3,1,When I am wearing clothes that I do not want pin holes through them.,chest,2,09.01.24 21:51,4,5,6,5,4,1,4,4,any fast movement such as running or exercise.,around the neck and on the chest.,2,09.01.24 21:52,6,7,6,2,6,7,5,1,If I need to wear something with long sleeves because of the weather.,biceps,2,09.01.24 21:53,I would design a ring version. It would be low-key key that it would not arouse any questions from anyone and would be small enough to to impede any movement.,none,2,09.01.24 21:53,2
18,,09.01.24 21:41,,,,1,1,2,09.01.24 21:42,43,1,1,,1,402,3,9,2,,,,,,,,,,,,0,09.01.24 21:44,4,3,1,2,1,2,1,2,"Typing, trapeze exercises, underwater activities",THe light logger is worn in the wrist like a watch.,2,09.01.24 21:47,1,1,1,1,19,1,2,1,2,"jogging, swimming, ",The light logger is worn clipped to the collar of the neck area.,2,09.01.24 21:50,5,5,4,4,5,5,3,2,"jogging, swimming, trapeze exercises",The light logger is worn like / on glasses near the temple.,2,09.01.24 21:57,3,4,4,4,1,2,4,3,2,"jogging, swimming",The light logger is placed on the brim of the hat/headband near the eyebrow.,2,09.01.24 21:58,1,1,1,1,1,1,1,5,"running, swimming, trapeze exercises, yoga",The light logger is placed around the neck like a scarf.,2,09.01.24 21:59,5,5,5,5,5,5,5,1,I do not think it would be difficult.,The light logger is placed on the shirt like a name tag on the pectoral region.,2,09.01.24 22:01,4,1,2,2,2,1,1,6,"jogging, yoga, trapeze, swimming, etc. ",The light logger is worn on the neck in the form of a necklace that rests near the solar pleus.,2,09.01.24 22:12,5,4,3,3,1,4,2,1,I do not see how it would be.,The light logger is worn on the arm as an arm band near the bicep.,2,09.01.24 22:13,Make the light logger into stickers that are waterproof.,no,2,09.01.24 22:13,2
19,,09.01.24 21:43,,,,1,1,2,09.01.24 21:43,24,1,1,,1,402,7,9,2,,,,,,,,,,,,0,09.01.24 21:46,4,4,1,2,4,1,5,3,At work; I work with rare papers and materials and would want to avoid anything that could catch on and rip materials that I'm working with.,On the outside of the wrist.,2,09.01.24 21:48,3,6,5,6,19,5,7,7,1,"While clothes shopping, when one might be changing clothes, or if one is wearing layers like a coat or jacket that would obscure the logger (or if on the coat or jacket, be removed when the article of clothing is removed). It would also disrupt the appearance of some tops.",On the shirt collar.,2,09.01.24 21:50,1,1,1,1,1,1,1,6,"It would catch on the hair of anyone with long hair, be jostled easily, and would cause uneven weight on the glasses that could hurt or simply make the glasses go askew, making everyday activities uncomfortable. It also looks like a camera due to the placement, which I think would look highly suspicious in social settings.","On the arm of one's glasses, situated at one's temple.",2,09.01.24 21:52,4,4,4,1,1,3,1,3,4,"It would be difficult or impossible to wear this in any situation where hats are inappropriate or cumbersome--at work, during exercise, lounging at home, etc.","On a hat, on the side of one's head.",2,09.01.24 21:54,2,2,1,2,3,1,2,5,"Any situation in which a person is moving their arms above shoulder level--for example, stocking high shelves at work--or where a person may not be upright, like while lounging. They look like they could slip off.","Draped around the back of the neck, hanging at the collarbones.",2,09.01.24 21:55,6,6,3,6,6,6,7,1,"Situations where an outer layer (jacket, coat) may be removed or put on. Inclement weather.",Front of the torso.,2,09.01.24 21:56,6,7,2,6,6,2,7,2,Exercise or activities with vigorous movements that could cause the sensor to bounce around and be distracting.,"Worn around the neck like a necklace, resting near the sternum.",2,09.01.24 21:57,5,2,1,4,5,7,3,2,"Difficult to wear loose sleeves, would be obstructed by jackets, sweaters, coats, or other layers.",Around the upper arm.,2,09.01.24 21:59,"A choker-style necklace design would be less obstructive than a loose necklace and wouldn't be covered up by clothing, though it may be uncomfortable.","On top of a space for comments on possible difficulties wearing a logger, an optional comment box for positive comments would be nice.",2,09.01.24 21:59,2
20,,09.01.24 21:44,,,,1,1,2,09.01.24 21:45,57,2,1,,1,387,4,9,2,,,,,,,,,,,,0,09.01.24 21:51,5,5,2,5,4,3,6,2,"Wearing it at the beach or swimming pool, particularly if it not waterproof; wearing it during exercise; wearing it while working with tools and/or where I need to reach into tight spaces.",It is worn around the wrist like a wristwatch.,2,09.01.24 21:57,5,5,5,5,19,5,3,7,1,"When I am not wearing a shirt in the summertime; If I am wearing a shirt with an untraditional collar, like a Henley or a Mandarin collar; Perhaps also if I am wearing a business suit and tie.",It clips to the front of my shirt collar,2,09.01.24 22:05,3,4,5,4,3,2,4,4,"I do not wear eyeglasses, so the device would have to attach to sunglasses. Since I do not typically wear sunglasses indoors, the device would be difficult to wear indoors since sunglasses would reduce visibility. Additionally, it might be difficult to wear on cloudy days and at night, since those conditions lead to poor visibility with sunglasses.",It attaches to eyeglasses or sunglasses at the temples..,2,09.01.24 22:12,5,3,4,4,3,3,1,1,5,"Wearing this device appears to require wearing a beanie or cap on your head for attachment purposes. I rarely ever wear hats or caps because I do not find them fashionable for me, so using this device would require me to wear something that I would not want to be seen wearing. In short, I would not want to wear it in public or anywhere I might be seen by other people.","The light logger attaches to a beanie or cap that is worn over the top of the head, and it typically is placed on the side of the head at or near the temples.",2,09.01.24 22:19,5,5,5,5,4,4,7,2,The light logger might be difficult to wear if I am doing exercise that requires me to invert my body or if I am carrying a child or a pet.,The light logger rests on the upper chest and attaches by extending around the neck ,2,09.01.24 22:22,5,5,5,5,4,4,6,1,It would be most difficult in circumstances where I was not wearing a shirt.,The light logger is placed on the chest and apparently attaches to the shirt. It is unclear how the light logger is attached to the shirt.,2,09.01.24 22:26,6,6,5,5,4,3,6,1,"It might be difficult in situations where I am running or exercising, because it looks like it might bounce around during vigorous movement.",The light logger is situated in the center of the chest and is attached by a neck chain or lanyard.,2,09.01.24 22:30,4,5,5,5,5,3,6,1,"During resistance training, such as biceps curls, the light logger might be too tight and uncomfortable to wear.",The light logger is worn as an armband around either biceps muscle.,2,09.01.24 22:35,I was envisioning a lightweight clip that attaches to the ear or to the hair. Another possibility would be  a choker-type of necklace where the sensor might hang like a dog tag underneath most shade from the head.,It was fun and interesting to evaluate the different types of designs for this concept.,2,09.01.24 22:36,2
21,,09.01.24 21:44,,,,1,1,2,09.01.24 21:45,23,1,1,,1,402,4,9,2,,,,,,,,,,,,0,09.01.24 21:46,6,7,7,7,7,7,5,1,while doing dishes or cooking. Situations where it can get wet,the wrist,2,09.01.24 21:47,1,1,1,1,19,1,1,1,7,It is ugly so I would not wear this one,neckline of shirt,2,09.01.24 21:47,1,1,1,1,1,1,1,7,in the sunlight or driving,eyeglasses,2,09.01.24 21:48,1,1,1,1,1,1,1,1,7,in hot weather,hat on head,2,09.01.24 21:48,1,1,1,1,1,1,1,7,in situations when laying down,around neck,2,09.01.24 21:49,7,7,7,7,7,7,5,6,none that I can think of,on shirt,2,09.01.24 21:50,4,4,4,4,4,2,4,5,when the necklace could get caught,necklace,2,09.01.24 21:50,1,1,1,1,1,1,1,7,wearing it around long sleeve shirts,around bicep,2,09.01.24 21:51,a ring on finger or around ponytail ,no,2,,0
22,,09.01.24 21:44,,,,1,1,2,09.01.24 21:47,66,2,1,,1,385,4,9,2,,,,,,,,,,,,0,09.01.24 21:51,6,6,6,4,6,7,5,2,during exercise ,placed around the wrist ,2,09.01.24 21:54,6,6,2,2,19,5,4,5,2,at work ,it is placed in a comfortable position ,2,09.01.24 21:57,2,3,3,1,1,1,2,6,exercise ,glass is not comfortable ,2,09.01.24 21:59,1,1,4,3,2,2,5,5,2,at work,in a good position ,2,09.01.24 22:01,2,1,1,1,3,5,3,5,at work and at home,not comfortable ,2,09.01.24 22:02,6,7,4,7,6,6,5,1,at home,in a comfortable place ,2,09.01.24 22:04,6,6,3,6,5,5,4,4,at home ,good place,2,09.01.24 22:06,1,2,1,3,1,5,3,4,at home ,not good enough ,2,09.01.24 22:08,can be worn on a ring,none,2,,0
23,,09.01.24 21:44,,,,1,1,2,09.01.24 21:46,42,1,1,,0,385,3,9,2,,,,,,,,,,,,0,09.01.24 21:52,2,3,4,2,2,3,4,3,"While performing household tasks (such as washing dishes, cleaning, etc) and during the night, while sleeping.",Around the wrist,2,09.01.24 21:57,4,5,6,5,19,4,5,7,1,During a high-intensity workout,Around the neck,2,09.01.24 22:01,1,1,3,1,1,1,1,3,"During the night, while sleeping",On the head (on glasses),2,09.01.24 22:03,3,3,4,3,1,1,2,2,2,"During the night, while sleeping",On the head (on a hat),2,09.01.24 22:05,5,5,6,4,4,5,6,2,"During the night, while sleeping",Around the neck,2,09.01.24 22:09,5,6,6,6,6,6,7,1,None. I can't think of a situation or activity that would be difficult while wearing this light logger.,On the chest (on a shirt),2,09.01.24 22:12,4,5,6,5,4,3,5,3,During high-intensity exercises,Around the neck,2,09.01.24 22:14,2,2,4,2,1,4,3,1,None. Can't think of a situation or activity that would be difficult while wearing this light logger,Around the arm,2,09.01.24 22:19,Around the finger (a ring),The survey was fun and enjoyable. I personnaly would prefer the design that can be attached to a shirt/sweater,2,09.01.24 22:19,2
24,,09.01.24 21:45,,,,1,1,2,09.01.24 21:47,54,1,1,,1,385,7,9,2,,,,,,,,,,,,0,09.01.24 21:52,4,1,1,1,1,1,1,1,Maybe while swimming or working out. ,"While more convienent, I think the wrist might not be the best place to monitor light. because  you may place your hands under a desk, rest them on your knees, or your hands are in such a low position if hanging by your sides.         ",2,09.01.24 21:56,3,3,4,5,19,1,1,4,2,"During vigorous activity as it might fall off, during swimming or inclement weather, or if my outfit would not accommodate it.","Better than the wrist, but maybe something that recorded exposure on all sides would be better",2,09.01.24 21:59,2,1,4,1,1,3,3,2,"vigorous exercise, swimming, some outdoor activities where glasses might come off.","Fine for worward facing light capture, especially on the side its on. I really depends if exposure needs to be more whole body, or 4 sided, or just front facing.",2,09.01.24 22:02,1,1,4,1,1,1,1,1,2,"If it were hot out as it looks like a knitted cap, if doing some vigorous exercise.","Again, it depends on where the light needs to be captured. if it                       needs to be all light on the body, then not good. If just front facing then not too bad. Maybe a little one sided.",2,09.01.24 22:04,4,4,6,4,1,2,4,2,During exercise. Possibly   while sitting depending on how it fits across the back.,Good for front facing light.,2,09.01.24 22:06,5,5,7,6,4,4,5,2,Maybe during exercise or something where it might dislodge the sensor. Maybe depending on how it affixes to clothing as well.,Good for front facing light capture only,2,09.01.24 22:08,5,6,7,7,4,4,5,2,"During wet conditions, or if the bouncing of the sensor would not be good or irritating while exercising.",Very good for front facing light capture.,2,09.01.24 22:11,2,1,1,1,1,1,1,3,"During exercise, while wearing certain clothing, in general hard to keep in place without becoming too tight or bothersome.","Only good for one side of the body, not total front facing, and maybe toomuch movement of the arm to be as effective",2,09.01.24 22:17,"It would help to know where the light needs to be captured. From  all sides of the body? Just front facing?  If all sides, it would need to be like a strip that goes around your head ideally. However who would want to wear that all the time unless you wore a cap?   If just front facing, I think a lanyard style is best ,  maybe one that can also be affixed to your shirt             if being stationary is a need.   A lanyard would enable you to easily remove it and put it back on, no restriction of movement, nor issues with clothing. ","More info needed  on  if the light capture needs to be frontal only or around the whole body, if it's water proof, if it retains accuracy during movement.",2,09.01.24 22:17,2
25,,09.01.24 21:45,,,,1,1,2,09.01.24 21:46,43,1,1,,0,399,7,9,2,,,,,,,,,,,,0,09.01.24 21:50,4,6,5,6,6,6,7,2,I think it will be a bit difficult when trying to take a shower/bath or go swimming as I am not sure if the logger will withstand water or not. Other times will be if I am sleeping with blanket on. Will that restrict or collect inaccurate data if the light logger were under the blanket majority of the sleep?,"On one's wrist, like a watch.",2,09.01.24 21:54,3,3,6,4,19,3,2,3,4,"I think anything that requires you to be shirtless could cause a problem. Or if you are wearing a necklace, it might get entangled. ",It is clipped on the crew neck area of the shirt,2,09.01.24 21:58,3,5,6,5,4,4,5,3,"I think it will be difficult or cumbersome for people who wear reading glasses because they would need to switch glasses every time you need to read and switch back after.  Also, definitely  not suitable for water usage. ",it is worn like an eyeglasses,2,09.01.24 22:00,2,3,4,5,1,2,1,2,6,"Exercising, sleeping, taking a shower, swimming will be difficult to do. Or maybe even while going to restaurant because it is, for me, rude to leave the cap on while eating, and I expect one to take it off.  ",It is placed on a hat or a cap.,2,09.01.24 22:03,2,3,4,2,2,1,2,5,"I think any physical activities, running, swimming, jumping, showing, laying down will be very difficult to keep it on.","It is placed between the neck and shoulders, similar to thick necklace. ",2,09.01.24 22:05,4,5,6,5,5,4,7,3,"Taking a shower or swimming. Or if the work has specific dress code, they may not allow these kinds of thing on the uniform.",It is placed on the front on a shirt like a pin badge.,2,09.01.24 22:08,4,5,5,4,4,2,4,4,"I think physical activities like swimming, running, jumping, that might be too cumbersome and dangerous as it might get tangled. May be a bit difficult if one has small children around, and it gets pulled and hurt one's neck. ",it is around the neck like a necklace,2,09.01.24 22:09,4,6,5,3,3,4,5,2,"I think anything that needs strong arm movement, lifting weights for example, will be difficult. ",it is on the arm like an arm band,2,09.01.24 22:10,"If it can be made really small, perhaps make it like a ring or an earring?",No,2,09.01.24 22:11,2
26,,09.01.24 21:46,,,,1,1,2,09.01.24 21:46,45,1,1,,1,385,4,9,2,,,,,,,,,,,,0,09.01.24 21:51,5,5,5,5,5,6,4,1,I don't think it would be difficult,It looks like a device that would be worn on the wrist,2,09.01.24 21:56,4,3,5,3,19,3,5,3,1,not sure if it would be difficult but I would wear it at home or during exercise,it looks like the device can be clipped on a clothing article,2,09.01.24 21:59,1,1,2,1,1,2,1,2,not sure if it would be difficult but it does not look good ,it is attached on the side of eye glasses ,2,09.01.24 22:01,4,2,4,5,2,1,4,2,1,I can't think of ay situations ,it is attached or clipped to a hut or cap,2,09.01.24 22:04,5,5,5,3,3,5,3,2,don't think it would be difficult but maybe not convenient ,around the shoulder/neck area like a headphone or necklace ,2,09.01.24 22:05,5,5,5,4,4,5,3,1,none I can think of,it looks like used as an attachment to a clothing article ,2,09.01.24 22:16,5,5,5,4,3,5,3,1,none,it is worn like a necklace ,2,09.01.24 22:18,4,3,4,3,3,5,3,1,none,it is worn like armband ,2,09.01.24 22:19,can't think of any,no comments ,2,09.01.24 22:20,2
27,,09.01.24 21:46,,,,1,1,2,09.01.24 21:47,21,1,1,,1,402,3,9,2,,,,,,,,,,,,0,09.01.24 21:54,5,5,4,5,3,6,5,4,"It looks slightly bulky, so I feel if I was trying to rest and relax, it would be in the way",wrist,2,09.01.24 21:59,3,4,3,3,19,2,2,3,2,None,on clothing,2,09.01.24 22:01,4,4,3,4,4,3,3,1,working out,eyes,2,09.01.24 22:05,2,1,4,2,2,3,1,1,2,"Warm weather, exercising, professional places",head,2,09.01.24 22:07,2,3,1,1,1,1,1,1,none,around neck,2,09.01.24 22:10,4,5,3,4,4,4,3,1,None,on chest,2,09.01.24 22:11,4,4,4,4,4,4,3,2,Working out,around neck,2,09.01.24 22:12,3,3,3,3,3,5,2,2,none,around arm,2,09.01.24 22:14,Not at the moment,N/A,2,09.01.24 22:14,2
28,,09.01.24 21:46,,,,1,1,2,09.01.24 21:50,39,1,1,,1,402,4,9,2,,,,,,,,,,,,0,09.01.24 21:53,4,4,5,5,5,6,4,1,While showering.   ,The light logger should be worn on the wrist of either arm with the face facing outwards where it can easily detect the amount of light around the individual. ,2,09.01.24 21:55,4,5,5,5,19,5,6,5,1,"Showering, at work, in different types of clothing",The light logger should be placed facing outwards on the individuals shirt or collar. ,2,09.01.24 21:59,2,3,5,4,1,5,3,3,"Showering, completing tasks, won't fit over existing glasses",Wear the light logger on your eyes as you would with sunglasses or prescription eyewear. ,2,09.01.24 22:03,2,4,4,4,3,3,5,3,3,"Different hairstyles, on hot days, inside the house",wear the logger on the outside brim of a head covering. ,2,09.01.24 22:08,4,4,6,5,4,4,5,1,"showering, with specific clothes, in cold weather if you have to put a coat on",Wear the logger around your neck on the top or outside of your shirt. ,2,09.01.24 22:09,5,5,6,6,5,5,6,1,on vacation,Pin the logger to the outside of the shirt you are wearing. ,2,09.01.24 22:13,4,5,5,5,4,5,7,1,might be difficult while working out. ,Wear the logger around your neck facing outward ,2,09.01.24 22:17,4,3,5,3,3,5,3,2,"at work, on top of certain clothing, with people who have larger arms",wear the logger on the upper arm or bicep,2,09.01.24 22:21,"I think a bracelet, almost like a stretchy neoprene cuff or an adjustable one would be a feasible design. ",No comments.,2,09.01.24 22:22,2
